-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Observed      |             Rel. |    Aki     | Acc. |        Ei           Ek        |             Lower level              |              Upper level              |  gi   gk  |Type|            TP  |           Line  |
     Wavelength     |             Int. |   (s^-1)   |      |      (cm-1)       (cm-1)      |--------------------------------------|---------------------------------------|           |    |           Ref. |           Ref.  |
      Air (nm)      |                  |            |      |                               | Conf.                 | Term  | J    | Conf.                 | Term   | J    |           |    |                |                 |
-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Wavelength    |  Rel             |    Aki     | Acc  |              Ei - Ek          | L Conf                |L Term | L J  | U Conf                |U Term  | U J  |   gi - gk |Type|    	  TP    |        Line     |
         512.8753   |              120 | 3.2e+06    | D+   |   83459.721   -   102952.170  | 3d6.(5D).4d           | e 6F  | 3/2  | 3d6.(5D<4>).4f        | 2[3]*  | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c145  |
         513.00089  |              220 |            |      |   62151.554   -    81639.253  | 3d6.(3F2).4p          | y 4F* | 5/2  | 3d5.4s2               | 2F2    | 5/2  |   6 - 6   |    |                |     L18349c139  |
         513.01696  |     60bl(Fe II)* |            |      |  108387.934   -   127875.042  | 3d6.(3G).4d           | 4H    | 11/2 | 3d6.(3G<4>).4f        | 2[6]*  | 13/2 |  12 - 14  |    |                |     L18349c148  |
         513.01696  |     60bl(Fe II)* |            |      |   93395.407   -   112882.497  | 3d6.(3F1).4p          | u 4F* | 5/2  | 3d5.(6S).4p2          | 6P     | 5/2  |   6 - 6   |    |                |     L18349c148  |
         513.0611   |               31 |            |      |   89128.569   -   108613.977  | 3d5.(4P).4s.4p.(3P*)  | 6P*   | 7/2  | 3d6.(3G).4d           | 4G     | 5/2  |   8 - 6   |    |                |     L18349c139  |
         513.17051  |                7 |            |      |  108387.934   -   127869.205  | 3d6.(3G).4d           | 4H    | 11/2 | 3d6.(3G<4>).4f        | 2[5]*  | 11/2 |  12 - 12  |    |                |     L18349c139  |
         513.2003   |                6 |            |      |  103771.342   -   123251.479  | 3d6.(3H).4d           | 4G    | 9/2  | 3d6.(3H<5>).4f        | 2[6]*  | 11/2 |  10 - 12  |    |                |     L18349c139  |
         513.2538   |              2.7 |            |      |  108577.597   -   128055.701  | 3d6.(3G).4d           | 4H    | 9/2  | 3d6.(3G<3>).4f        | 2[5]*  | 9/2  |  10 - 10  |    |                |     L18349c139  |
         513.26462  |     26bl(Fe II)* |            |      |   93129.879   -   112607.597  | 3d6.(3F1).4p          | 4D*   | 7/2  | 3d6.(5D).7s           | 6D     | 7/2  |   8 - 8   |    |                |     L18349c148  |
         513.26462  |     26bl(Fe II)* |            |      |  108391.507   -   127869.205  | 3d6.(3G).4d           | 4G    | 9/2  | 3d6.(3G<4>).4f        | 2[5]*  | 11/2 |  10 - 12  |    |                |     L18349c148  |
         513.5371   |              2.9 |            |      |  103973.782   -   123441.099  | 3d6.(3H).4d           | 4K    | 11/2 | 3d6.(3H<4>).4f        | 2[6]*  | 11/2 |  12 - 12  |    |                |     L18349c139  |
         513.6788   |               12 | 3.e+03     | E    |   22939.3512  -    42401.3198 | 3d6.(3F2).4s          | b 4F  | 5/2  | 3d6.(5D).4p           | z 6F*  | 3/2  |   6 - 4   |    |       T6892c83 |          L7357  |
         513.9071   |                4 |            |      |  103973.782   -   123427.132  | 3d6.(3H).4d           | 4K    | 11/2 | 3d6.(3H<4>).4f        | 2[5]*  | 11/2 |  12 - 12  |    |                |     L18349c139  |
         514.0182   |                6 |            |      |  103986.338   -   123435.460  | 3d6.(3H).4d           | 4H    | 7/2  | 3d6.(3H<4>).4f        | 2[5]*  | 9/2  |   8 - 10  |    |                |     L18349c139  |
         514.0249   |                4 |            |      |  103986.338   -   123435.246  | 3d6.(3H).4d           | 4H    | 7/2  | 3d6.(3H<4>).4f        | 2[4]*  | 7/2  |   8 - 8   |    |                |     L18349c139  |
         514.06902  |              260 | 8.e+06     | D+   |   83990.106   -   103437.327  | 3d6.(5D).4d           | 6D    | 3/2  | 3d6.(5D<3>).4f        | 2[1]*  | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c139  |
         514.0820   |                7 |            |      |  103983.496   -   123430.204  | 3d6.(3G).5s           | e 2G  | 7/2  | 3d6.(3H<4>).4f        | 2[3]*  | 5/2  |   8 - 6   |    |                |     L18349c139  |
         514.13768  |              280 | 1.1e+07    | D+   |   84424.422   -   103869.046  | 3d6.(5D).4d           | 6P    | 3/2  | 3d6.(5D<1>).4f        | 2[2]*  | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         514.1564   |              2.9 |            |      |  103986.338   -   123430.204  | 3d6.(3H).4d           | 4H    | 7/2  | 3d6.(3H<4>).4f        | 2[3]*  | 5/2  |   8 - 6   |    |                |     L18349c139  |
         514.2350   |      9bl(Fe II)* |            |      |   86767.614   -   106208.574  | 3d6.(3P1).4p          | v 4D* | 5/2  | 3d6.(3F2).4d          | 2F     | 5/2  |   6 - 6   |    |                |     L18349c148  |
         514.2350   |      9bl(Fe II)* |            |      |  103973.782   -   123414.735  | 3d6.(3H).4d           | 4K    | 11/2 | 3d6.(3H<4>).4f        | 2[7]*  | 13/2 |  12 - 14  |    |                |     L18349c148  |
         514.38745  |              900 | 1.57e+07   | B+   |   84266.594   -   103701.778  | 3d6.(5D).4d           | 6P    | 7/2  | 3d6.(5D<2>).4f        | 2[4]*  | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         514.43515  |             2700 | 8.5e+07    | B+   |   84424.422   -   103857.804  | 3d6.(5D).4d           | 6P    | 3/2  | 3d6.(5D<1>).4f        | 2[2]*  | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         514.4745   |               31 | 8.e+05     | D+   |   84266.594   -   103698.515  | 3d6.(5D).4d           | 6P    | 7/2  | 3d6.(5D<2>).4f        | 2[3]*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         514.5488   |                6 |            |      |  108463.918   -   127893.010  | 3d6.(3G).4d           | 4I    | 13/2 | 3d6.(3G<4>).4f        | 2[7]*  | 15/2 |  14 - 16  |    |                |     L18349c139  |
         514.57299  |              600 | 7.7e+07    | C+   |   83990.106   -   103418.280  | 3d6.(5D).4d           | 6D    | 3/2  | 3d6.(5D<3>).4f        | 2[0]*  | 1/2  |   4 - 2   |    |       T6892c83 |     L18349c139  |
         514.58220  |              800 | 4.5e+07    | B+   |   83990.106   -   103417.935  | 3d6.(5D).4d           | 6D    | 3/2  | 3d6.(5D<3>).4f        | 2[1]*  | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         514.80424  |      180bl(Fe I) |            |      |  103832.057   -   123251.479  | 3d6.(3H).4d           | 4K    | 13/2 | 3d6.(3H<5>).4f        | 2[6]*  | 11/2 |  14 - 12  |    |                |     L18349c148  |
         514.85333  |               16 |            |      |  103832.057   -   123249.656  | 3d6.(3H).4d           | 4K    | 13/2 | 3d6.(3H<5>).4f        | 2[6]*  | 13/2 |  14 - 14  |    |                |     L18349c139  |
         514.8684   |                4 |            |      |  103751.672   -   123168.704  | 3d6.(3H).4d           | 4H    | 11/2 | 3d6.(3H<5>).4f        | 2[7]*  | 13/2 |  12 - 14  |    |                |     L18349c139  |
         514.88987  |              400 | 1.61e+07   | C+   |   83990.106   -   103406.327  | 3d6.(5D).4d           | 6D    | 3/2  | 3d6.(5D<3>).4f        | 2[2]*  | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         514.92295  |               26 |            |      |  103600.428   -   123015.399  | 3d6.(3H).4d           | 4G    | 11/2 | 3d6.(3H<6>).4f        | 2[6]*  | 13/2 |  12 - 14  |    |                |     L18349c139  |
         514.94624  |             4000 | 9.0e+07    | B+   |   84266.594   -   103680.689  | 3d6.(5D).4d           | 6P    | 7/2  | 3d6.(5D<2>).4f        | 2[5]*  | 9/2  |   8 - 10  |    |       T6892c83 |     L18349c139  |
         515.01967  |       32bl(Fe I) |            |      |  104023.921   -   123435.246  | 3d6.(5D).5d           | 4F    | 5/2  | 3d6.(3H<4>).4f        | 2[4]*  | 7/2  |   6 - 8   |    |                |     L18349c139  |
         515.0256   |              0.9 |            |      |  108463.918   -   127875.042  | 3d6.(3G).4d           | 4I    | 13/2 | 3d6.(3G<4>).4f        | 2[6]*  | 13/2 |  14 - 14  |    |                |     L18349c139  |
         515.04811  |             1000 | 2.63e+07   | B+   |   84266.594   -   103676.848  | 3d6.(5D).4d           | 6P    | 7/2  | 3d6.(5D<2>).4f        | 2[3]*  | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         515.0611   |                5 |            |      |   91199.776   -   110609.548  | 3d6.(5D).5p           | 4D*   | 1/2  | 3d6.(3G).4d           | 4F     | 3/2  |   2 - 4   |    |                |     L18349c139  |
         515.15347  |               13 |            |      |  104023.921   -   123430.204  | 3d6.(5D).5d           | 4F    | 5/2  | 3d6.(3H<4>).4f        | 2[3]*  | 5/2  |   6 - 6   |    |                |     L18349c139  |
         515.19104  |     5000bl(Fe I) | 7.e+04     | D    |   84296.881   -   103701.778  | 3d6.(5D).4d           | e 6G  | 11/2 | 3d6.(5D<2>).4f        | 2[4]*  | 9/2  |  12 - 10  |    |       T6892c83 |     L18349c148  |
         515.26991  |               40 |            |      |  103600.428   -   123002.306  | 3d6.(3H).4d           | 4G    | 11/2 | 3d6.(3H<6>).4f        | 2[5]*  | 11/2 |  12 - 12  |    |                |     L18349c139  |
         515.28719  |              130 | 9.e+06     | D+   |   83990.106   -   103391.352  | 3d6.(5D).4d           | 6D    | 3/2  | 3d6.(5D<3>).4f        | 2[2]*  | 3/2  |   4 - 4   |    |       T6892c83 |     L18349c139  |
         515.29763  |               50 |            |      |  103617.577   -   123018.433  | 3d6.(3H).4d           | 4H    | 13/2 | 3d6.(3H<6>).4f        | 2[7]*  | 15/2 |  14 - 16  |    |                |     L18349c139  |
         515.37822  |               40 |            |      |  103617.577   -   123015.399  | 3d6.(3H).4d           | 4H    | 13/2 | 3d6.(3H<6>).4f        | 2[6]*  | 13/2 |  14 - 14  |    |                |     L18349c139  |
         515.4242   |                7 |            |      |  103874.261   -   123270.356  | 3d6.(3H).4d           | 4H    | 9/2  | 3d6.(3H<5>).4f        | 2[5]*  | 11/2 |  10 - 12  |    |                |     L18349c139  |
         515.46797  |               80 | 3.3e+06    | D+   |   84266.594   -   103661.038  | 3d6.(5D).4d           | 6P    | 7/2  | 3d6.(5D<2>).4f        | 2[2]*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         515.47408  |              120 | 3.4e+06    | D+   |   84296.881   -   103691.094  | 3d6.(5D).4d           | e 6G  | 11/2 | 3d6.(5D<2>).4f        | 2[5]*  | 11/2 |  12 - 12  |    |       T6892c83 |     L18349c139  |
         515.5187   |                6 |            |      |  104042.692   -   123435.246  | 3d6.(3H).4d           | 4G    | 5/2  | 3d6.(3H<4>).4f        | 2[4]*  | 7/2  |   6 - 8   |    |                |     L18349c139  |
         515.5672   |     13bl(Fe II)* |            |      |   91070.566   -   110461.272  | 3d6.(5D).5p           | 4F*   | 5/2  | 3d6.(3G).4d           | 2D     | 3/2  |   6 - 4   |    |                |     L18349c148  |
         515.5672   |     13bl(Fe II)* |            |      |  108133.473   -   127524.138  | 3d6.(3G).4d           | 4H    | 13/2 | 3d6.(3G<5>).4f        | 2[8]*  | 15/2 |  14 - 16  |    |                |     L18349c148  |
         515.64549  |               18 |            |      |  103600.428   -   122988.195  | 3d6.(3H).4d           | 4G    | 11/2 | 3d6.(3H<6>).4f        | 2[4]*  | 9/2  |  12 - 10  |    |                |     L18349c139  |
         515.6517   |                9 |            |      |  104042.692   -   123430.204  | 3d6.(3H).4d           | 4G    | 5/2  | 3d6.(3H<4>).4f        | 2[3]*  | 5/2  |   6 - 6   |    |                |     L18349c139  |
         515.6749   |               11 |            |      |   90780.623   -   110167.303  | 3d6.(5D).5p           | 4F*   | 7/2  | 3d6.(3G).4d           | 4F     | 7/2  |   8 - 8   |    |                |     L18349c139  |
         515.69121  |              110 | 2.3e+06    | D+   |   84035.172   -   103421.213  | 3d6.(5D).4d           | e 6G  | 13/2 | 3d6.(5D<3>).4f        | 2[6]*  | 13/2 |  14 - 14  |    |       T6892c83 |     L18349c139  |
         515.72834  |    500bl(Fe II)* | 2.11e+07   | B+   |   84326.967   -   103711.610  | 3d6.(5D).4d           | 6P    | 5/2  | 3d6.(5D<2>).4f        | 2[4]*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c148  |
         515.72834  |    500bl(Fe II)* | 8.e+04     | D    |   66078.272   -    85462.907  | 3d6.(3G).4p           | x 4G* | 5/2  | 3d6.(5D).4d           | e 4G   | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c148  |
         515.75154  |              260 | 5.e+04     | D    |   84296.881   -   103680.689  | 3d6.(5D).4d           | e 6G  | 11/2 | 3d6.(5D<2>).4f        | 2[5]*  | 9/2  |  12 - 10  |    |       T6892c83 |     L18349c145  |
         515.80591  |               31 |            |      |  103973.782   -   123355.521  | 3d6.(3H).4d           | 4K    | 11/2 | 3d6.(3H<4>).4f        | 2[6]*  | 13/2 |  12 - 14  |    |                |     L18349c139  |
         515.8194   |               32 |            |      |   89331.199   -   108712.415  | 3d6.(5D).5p           | 6D*   | 3/2  | 3d6.(3D).5s           | 4D     | 5/2  |   4 - 6   |    |                |     L18349c139  |
         515.9259   |                6 |            |      |  103874.261   -   123251.479  | 3d6.(3H).4d           | 4H    | 9/2  | 3d6.(3H<5>).4f        | 2[6]*  | 11/2 |  10 - 12  |    |                |     L18349c139  |
         515.99088  |              100 | 5.0e+06    | D+   |   83990.106   -   103364.897  | 3d6.(5D).4d           | 6D    | 3/2  | 3d6.(5D<3>).4f        | 2[3]*  | 5/2  |   4 - 6   |    |       T6892c83 |     L18349c139  |
         516.0422   |              2.6 |            |      |  105063.561   -   124436.424  | 3d6.(3F2).4d          | 4G    | 11/2 | 3d6.(3F2<4>).4f       | 2[7]*  | 13/2 |  12 - 14  |    |                |     L18349c139  |
         516.0776   |               31 | 1.8e+06    | D+   |   84326.967   -   103698.515  | 3d6.(5D).4d           | 6P    | 5/2  | 3d6.(5D<2>).4f        | 2[3]*  | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         516.0840   |    130bl(Fe II)* | 9.e+04     | D    |   44915.057   -    64286.354  | 3d6.(1F).4s           | c 2F  | 7/2  | 3d6.(3F2).4p          | z 2F*  | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c148  |
         516.0840   |    130bl(Fe II)* |            |      |  103878.370   -   123249.656  | 3d6.(3H).4d           | 4I    | 15/2 | 3d6.(3H<5>).4f        | 2[6]*  | 13/2 |  16 - 14  |    |                |     L18349c148  |
         516.30152  |               28 |            |      |  103644.766   -   123007.901  | 3d6.(3H).4d           | 4K    | 17/2 | 3d6.(3H<6>).4f        | 2[8]*  | 17/2 |  18 - 18  |    |                |     L18349c139  |
         516.35724  |               40 |            |      |  103832.057   -   123193.101  | 3d6.(3H).4d           | 4K    | 13/2 | 3d6.(3H<5>).4f        | 2[8]*  | 15/2 |  14 - 16  |    |                |     L18349c139  |
         516.57343  |               23 |            |      |  103002.660   -   122355.608  | 3d6.(3P2).4d          | 4D    | 5/2  | 3d6.(3P2<2>).4f       | 2[3]*  | 7/2  |   6 - 8   |    |                |     L18349c139  |
         516.61958  |               16 |            |      |  108133.473   -   127484.682  | 3d6.(3G).4d           | 4H    | 13/2 | 3d6.(3G<5>).4f        | 2[7]*  | 15/2 |  14 - 16  |    |                |     L18349c139  |
         516.65511  |              900 | 2.82e+07   | B+   |   84326.967   -   103676.848  | 3d6.(5D).4d           | 6P    | 5/2  | 3d6.(5D<2>).4f        | 2[3]*  | 7/2  |   6 - 8   |    |       T6892c83 |     L18349c139  |
         516.8712   |               40 | 6.8e+05    | D+   |   84326.967   -   103668.762  | 3d6.(5D).4d           | 6P    | 5/2  | 3d6.(5D<2>).4f        | 2[1]*  | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c139  |
         516.90282  |             7000 | 4.2e+06    | C    |   23317.6351  -    42658.2444 | 3d5.4s2               | a 6S  | 5/2  | 3d6.(5D).4p           | z 6P*  | 7/2  |   6 - 8   |    |          T7589 |     L18349c139  |
         516.98008  |               80 | 2.0e+06    | D+   |   84685.245   -   104022.961  | 3d6.(5D).4d           | f 4D  | 7/2  | 3d6.(5D<0>).4f        | 2[3]*  | 7/2  |   8 - 8   |    |       T6892c83 |     L18349c139  |
         517.01048  |               23 |            |      |  105063.561   -   124400.143  | 3d6.(3F2).4d          | 4G    | 11/2 | 3d6.(3F2<4>).4f       | 2[6]*  | 13/2 |  12 - 14  |    |                |     L18349c139  |
         517.05021  |                8 |            |      |  108775.110   -   128110.204  | 3d6.(3G).4d           | 4I    | 11/2 | 3d6.(3G<3>).4f        | 2[6]*  | 13/2 |  12 - 14  |    |                |     L18349c139  |
         517.07762  |              500 | 1.94e+07   | C+   |   84326.967   -   103661.038  | 3d6.(5D).4d           | 6P    | 5/2  | 3d6.(5D<2>).4f        | 2[2]*  | 5/2  |   6 - 6   |    |       T6892c83 |     L18349c139  |
         517.0888   |                4 |            |      |  108181.564   -   127515.212  | 3d6.(3G).4d           | 4G    | 11/2 | 3d6.(3G<5>).4f        | 2[7]*  | 13/2 |  12 - 14  |    |                |     L18349c139  |
         517.14384  |                9 |            |      |  104064.664   -   123396.256  | 3d6.(3H).4d           | 4I    | 13/2 | 3d6.(3H<4>).4f        | 2[7]*  | 15/2 |  14 - 16  |    |                |     L18349c139  |
         517.4749   |                5 |            |      |  103683.078   -   123002.306  | 3d6.(5D).5d           | 4F    | 9/2  | 3d6.(3H<6>).4f        | 2[5]*  | 11/2 |  10 - 12  |    |                |     L18349c139  |
         517.5000   |               60 | 4.1e+06    | D+   |   84326.967   -   103645.256  | 3d6.(5D).4d           | 6P    | 5/2  | 3d6.(5D<2>).4f        | 2[2]*  | 3/2  |   6 - 4   |    |       T6892c83 |     L18349c139  |
         517.53971  |              900 | 1.8e+05    | D    |   62322.445   -    81639.253  | 3d6.(3H).4p           | z 2G* | 7/2  | 3d5.4s2               | 2F2    | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c139  |
         517.67107  |               20 |            |      |  103706.526   -   123018.433  | 3d6.(3H).4d           | 4K    | 15/2 | 3d6.(3H<6>).4f        | 2[7]*  | 15/2 |  16 - 16  |    |                |     L18349c139  |
         517.70181  |    700bl(Fe II)* |            |      |   61035.285   -    80346.060  | 3d6.(3P2).4p          | y 4P* | 1/2  | 3d6.(5D).5s           | e 4D   | 1/2  |   2 - 2   |    |                |     L18349c148  |
         517.70181  |    700bl(Fe II)* | 2.63e+07   | B+   |   83713.583   -   103024.341  | 3d6.(5D).4d           | 6D    | 7/2  | 3d6.(5D<4>).4f        | 2[2]*  | 5/2  |   8 - 6   |    |       T6892c83 |     L18349c148  |
         517.72337  |       24bl(Fe I) |            |      |  104120.244   -   123430.204  | 3d6.(5D).5d           | 6P    | 5/2  | 3d6.(3H<4>).4f        | 2[3]*  | 5/2  |   6 - 6   |    |                |     L18349c139  |
